url,titulo,autor,fecha,descripcion,noticia
https://www.eleconomista.com.mx/economia/Rendimientos-de-bonos-del-Tesoro-cierran-al-alza-20190918-0115.html,Rendimientos de bonos del Tesoro cierran al alza,Reuters,"18 de septiembre de 2019, 22:29",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>Los retornos de los bonos del Tesoro de Estados Unidos subieron el miércoles y la curva de rendimientos se aplanó después de que la Reserva Federal redujo las tasas de interés por segunda vez este año, pero indicó que es posible que no se produzcan nuevas rebajas.</p>,<p>Al recortar la tasa de préstamos a un día a un rango de 1.75 a 2% en una votación 7-3, el comité que fija la política monetaria de la Fed señaló a los riesgos globales y a una “debilitada” inversión empresarial y las exportaciones.</p>,<p>Nuevas proyecciones mostraron que la mediana de las expectativas de las autoridades del banco central es que las tasas se mantengan en su nuevo rango en el 2020.</p>,<p>Sin embargo, en una señal de las divisiones dentro de la Fed, siete de 17 funcionarios proyectaron un recorte más de 25 puntos básicos este año.</p>,<p>Los rendimientos a dos años subieron a 1.758% desde 1.680% en que cotizaban antes de la decisión de la Fed.</p>,<p>Los retornos referenciales a 10 años se incrementaron a 1.793% desde 1.750 por ciento.</p>,<p>La curva de retornos entre las notas a dos y 10 años se aplanó en 3 puntos básicos desde 7 puntos básicos previo a conocerse el comunicado de la Fed.</p>,<p>El banco central también redujo el interés que paga por excesos de reservas de los bancos en 30 puntos básicos (pb) a 1.80%, después de que los problemas en los mercados de financiamiento de corto plazo de esta semana llevaran brevemente a la tasa interbancaria a un día por sobre el costo del crédito estipulado por la Fed.</p>,<p><a href=""/cdn-cgi/l/email-protection#85f3e4e9eaf7e0f6c5e0e9e0e6eaebeae8ecf6f1e4abe8fd""><span class=""__cf_email__"" data-cfemail=""6711060b0815021427020b02040809080a0e141306490a1f"">[email protected]</span></a></p>"
https://www.eleconomista.com.mx/economia/La-OCDE-recorta-sus-proyecciones-para-el-crecimiento-mundial-a-minimos-de-una-decada-20190919-0039.html,La OCDE recorta sus proyecciones para el crecimiento mundial a mínimos de una década,Cinco Días / España,"19 de septiembre de 2019, 08:46",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>El panorama económico mundial sigue ensombreciéndose y está en manos de los gobiernos revertir la espiral de tensiones políticas y comerciales para reducir la incertidumbre. Es el mensaje que ha lanzado este jueves la OCDE tras rebajar sus previsiones de crecimiento y estimar que el PIB mundial se ralentizará al 2.9% este año y al 3% el que viene, el ritmo más débil desde la crisis financiera de 2008. Así, lo ha anunciado durante la presentación de su informe de perspectivas interinas, en las que revisa las previsiones semestrales anunciadas en mayo. </p>,<p>El organismo con sede en París, que reagrupa a 36 de las economías más desarrolladas del planeta, <strong>rebajó tres décimas su previsión de crecimiento para este 2019</strong> y otras cuatro para 2020, en línea con una tendencia que se extiende en las mayores economías. Esos mismos descensos se aplican al G20 con un crecimiento previsto del 3.1% y 3.2%, mientras que en la eurozona el ajuste fue más leve, de una y cuatro décimas, hasta una subida del 1.1% este año y 1% en 2020.</p>,<p>Tras un <strong>ascenso de la economía mundial del 3.6% en 2018</strong>, sus conclusiones para el corto plazo son tajantes. El panorama se ha vuelto ""cada vez más frágil e incierto"", atizado en gran parte por las tensiones comerciales y políticas que minan la confianza y la inversión. En mayo ya había rebajado sus perspectivas, y en este nuevo informe la OCDE ratifica que, según los últimos acontecimientos económicos y financieros, la ralentización durará más de lo previsto.</p>,<p>El peso de la incertidumbre reinante recae sobre todo en la guerra comercial entre Estados Unidos y China y en la perspectiva de un <strong>Brexit</strong> sin acuerdo. La introducción de tarifas bilaterales entre Washington y Pekín desde principios de 2018 seguirá arrastrando la actividad y el comercio global en los próximos dos años y ""podría reducir el incremento global del PIB en entre 0.3 y 0.4 puntos porcentuales en 2020 y entre 0.2 y 0.3 en 2021.</p>,<p>Y, aunque esos dos países anotan dos de los incrementos más elevados para los próximos dos años, la OCDE subraya que también serán los más afectados. De momento, el organismo calcula que la economía estadounidense crecerá un 2.4% en 2019 y un 2% en 2020, cuatro y tres décimas menos que en las previsiones de mayo, y que la china avanzará un 6.1 y un 5.7%, lo que supone un recorte de una y tres décimas.</p>,<p>La <strong>posibilidad de que el Reino Unido abandone la Unión Europea sin acuerdo el próximo 31 de octubre</strong> es otro de los factores más desestabilizadores, con costes sobre el comercio y un impacto sobre la economía británica que podría hacer que el país cayera en la recesión.</p>,<p>A diferencia del informe publicado en mayo, en esta ocasión la OCDE solo revisó de forma detallada la situación de los países del G20. Para Francia, mantiene su proyección para 2019 (+1,3%) y le resta una décima para 2020 (+1.2%), mientras que para Alemania, el ajuste más importante, de dos y seis décimas (+0.5% y +0.6%). </p>,<p>erp</p>"
https://www.eleconomista.com.mx/economia/Mexico-se-convierte-en-el-mayor-receptor-de-migrantes-20190918-0023.html,México se convierte en el mayor receptor de migrantes,,"18 de septiembre de 2019, 06:26",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>A partir del 2017, México se convirtió en el mayor receptor de <strong>migrantes provenientes principalmente de Estados Unidos, Venezuela y Honduras en América Latina</strong>. En contraste, <a href=""https://www.eleconomista.com.mx/politica/Flujo-migratorio-a-EU-disminuyo-56-gracias-a-estrategia-de-gobierno-Ebrard-20190906-0024.html"" target=""_blank"">disminuyó en 2.3% el flujo de mexicanos hacia el vecino del norte</a>, revela el reporte anual Panorama de Migración Internacional 2019, de la Organización para la Cooperación y Desarrollo Económicos (<strong>OCDE</strong>).</p>,<p>De acuerdo con la OCDE, en el 2017 <strong>México recibió 32,000 inmigrantes</strong>, una proporción inferior en 8.7% a los extranjeros que se quedaron en el territorio en el 2016 y que se incrementará en las estadisticas del 2018 y el 2019. Esto, ante la “<a href=""https://www.eleconomista.com.mx/internacionales/Solicitudes-de-asilo-en-Mexico-podrian-triplicarse-este-ano-20190908-0070.html"" target=""_blank"">decisión unilateral de Estados Unidos</a>” de deportar a este territorio a los inmigrantes latinoamericanos que ingresaron ilegalmente a aquel país, en busca de asilo.</p>,<p>En el capítulo para México, se destaca que este <strong>flujo de migrantes deportados</strong> del vecino del norte obligó a las autoridades a desarrollar medidas de muy corto plazo que garantizan ayuda humanitaria para los retornados, incluso los no mexicanos, en lo que esperan la decisión final de su <strong>solicitud de asilo en Estados Unidos</strong>.</p>,<p>Este apoyo incluye alimentos y atención médica, un esfuerzo para el que se ha coordinado el gobierno mexicano con la sociedad civil y organizaciones internacionales.</p>,<p>Matizan que se requiere el desarrollo de políticas internas para atender esta llegada y tratar de mitigar su impacto en la demanda de empleo, un lugar para vivir y atención médica.</p>,<p>Según la información de la OCDE, pese al menor flujo de mexicanos hacia Estados Unidos en busca de mejores oportunidades de vida, <strong>México se mantiene, junto con China y Cuba, como los líderes en desplazamiento</strong> hacia aquel país.</p>,<p>De acuerdo con el documento, los <strong>receptores de migrantes tienen como mayor preocupación el impacto en empleo y salarios</strong>, pues aun teniendo una entrada temporal, demandan oportunidades de empleo.</p>,<p>El reporte pone de relieve que el sector servicios suele ser el principal receptor de los migrantes temporales, pero la falta de políticas internas para atender estos cruces suele impactar en la sociedad, reduciendo oportunidades de trabajo también para los nacionales, y precarizando la oferta para los migrantes ilegales, que logran colocarse, sin prestaciones ni protección.</p>,<p>Advirtieron que, a nivel general, un país anfitrión de migrantes suele demandar oportunidades de trabajo que generan y precarización de la oferta por el hecho de que son migrantes ilegales, que logran colocarse, sin prestaciones ni protección.</p>,<p>En el análisis, los expertos de la OCDE enfatizan que los migrantes y <a href=""https://www.eleconomista.com.mx/internacionales/OCDE-destaca-la-integracion-a-la-fuerza-laboral-de-migrantes-20190918-0024.html"" target=""_blank"">refugiados que logran integrarse al mercado de trabajo multiplican la capacidad productiva</a> del país anfitrión.</p>,<p>Están los casos de Canadá, Alemania y otros países europeos que han logrado desarrollar <strong>políticas públicas de entrenamiento e inserción en su mercado laboral</strong> para un mejor aprovechamiento de las capacidades y talentos de los migrantes.</p>,<p>“Algunos países han progresado en cuanto a las iniciativas de integración y fortalecimiento relacionadas con mejorar las habilidades lingüísticas y reconocer la preparación académica”, consigna el informe. Y destaca la necesidad de una mayor cooperación con los empleadores para lograr esta integración.</p>,<p>Los especialistas de la OCDE indican en el reporte que hay diferencias políticas, sociales y culturales que vienen aparejadas con este intercambio y flujo migratorio.</p>,<p>“Hay realidades tanto políticas como sociales o culturales que también deben ser consideradas e incorporadas al debate y coordinación”, exponen.</p>,<p>De ahí la relevancia de la claridad en los datos estadísticos, por lo que sugirió generar censos sobre las calificaciones, experiencia laboral de los grupos, y edades, pues este tipo de información a menudo favorece el desarrollo de las <strong>políticas públicas de integración</strong>.</p>,<p><a href=""http://ymorales@eleconomista.com.mx"" target=""_blank""><span class=""__cf_email__"" data-cfemail=""057c686a776469607645606960666a6b6a686c7671642b666a682b687d"">[email protected]</span></a></p>"
https://www.eleconomista.com.mx/economia/Gobierno-enfrenta-prueba-de-fuego-en-reparto-de-remanentes-del-Ramo-23-20190917-0097.html,Gobierno enfrenta prueba de fuego en reparto de remanentes del Ramo 23,,"17 de septiembre de 2019, 22:17",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>Luego de aseverar que no se debe satanizar el Ramo 23 del Presupuesto de Egresos de la Federación, el coordinador nacional del partido Movimiento Ciudadano (MC), Clemente Castañeda Hoeflich, afirmó que lo que se necesita son reglas más claras.</p>,<p>De acuerdo con la Secretaría de Hacienda y Crédito Público (SHCP), el Ramo 23 de Provisiones Salariales y Económicas, también conocido como caja negra, tiene el propósito de integrar, registrar, administrar y dar seguimiento al ejercicio de las provisiones de gasto destinadas a la atención de obligaciones y responsabilidades del gobierno federal que, por su naturaleza, no es posible prever en otros ramos administrativos o generales, o cuando su ejercicio sólo es posible por conducto de este ramo.</p>,<p>Durante el ejercicio fiscal, la SHCP, a través de este ramo, realiza las adecuaciones, por motivos de control presupuestario, en el análisis y seguimiento a la ejecución del presupuesto y lo utiliza como instrumento para garantizar el cumplimiento de las políticas de gasto público y de los objetivos y metas para contribuir al equilibrio presupuestario en el marco global de las finanzas públicas.</p>,<p>Lo cierto es que, en el pasado reciente, el Ramo 23 ha sido utilizado por autoridades federales y legisladores para pedir moches a funcionarios estatales y municipales, a fin de que sean beneficiados con partidas adicionales, las cuales se reparten particularmente a finales del ejercicio fiscal, para no caer en subejercicio al final del año.</p>,<p>En ese sentido, el también coordinador de la fracción legislativa de MC en la Cámara de Senadores y presidente de la Comisión de Anticorrupción, Transparencia y Participación Ciudadana, detalló que el gobierno federal tiene frente a sí una gran prueba de fuego, que consiste en caer o no en el “manoseo del presupuesto”, tal como ocurría en años anteriores.</p>,<p>Lo que sucede es que, debido al gran subejercicio que hay en este ramo del presupuesto para ejercerse en este año, en los próximos meses deberá de gastarse, y eso abre la posibilidad de que al asignarse ocurran irregularidades como el cobro de moches para beneficiar a estados y municipios.</p>,<p>“Ésta va a ser una prueba de fuego para el gobierno federal, en el sentido de que puede terminar con la discrecionalidad y opacidad con la que se dispone de los recursos público”, reiteró.</p>,<p>Por eso, dijo que, “al término de este año, vamos a tener evidencia empírica de si avanzamos o no (en el sentido de que este gobierno federal no incurrirá en prácticas corruptas a la hora de repartir esa bolsa de dinero), porque hasta ahorita no han sido más que buenas intenciones y declaraciones”.</p>,<p>Entrevistado por El Economista, el legislador, originario de Jalisco, recordó que “el año pasado, de cara a la aprobación del Ramo 23, la posición de Morena fue desaparecer este ramo del presupuesto, pero hoy se han dado cuenta de que no podemos satanizar un ramo como éste, porque es como se puede ejercer gran parte del gasto público que va a las entidades federativas y a los municipios”.</p>,<p>Lo que necesita en todo caso, como otros más, son reglas más claras para disminuir la opacidad, la discrecionalidad y combatir frontalmente la corrupción, destacó.</p>,<p>Por otra parte, mencionó que en las negociaciones para la aprobación del Paquete Económico para el 2020 es necesario reivindicar la existencia de estados y municipios que forman parte de la nación, y cuya voz tiene que hacerse presente en el diseño de uno de los instrumentos más importantes de política pública, que es el presupuesto federal.</p>,<p>Dijo que, tal como está configurada el proyecto de presupuesto, enviado por el presidente Andrés Manuel López Obrador al Congreso de la Unión, se trata más de un presupuesto estrictamente nacional, concentrado en los programas prioritarios para el jefe del Ejecutivo federal.</p>"
https://www.eleconomista.com.mx/economia/Conversaciones-comerciales-entre-EU-y-China-comenzaran-el-jueves-20190916-0032.html,Conversaciones comerciales entre EU y China comenzarán el jueves,Reuters,"16 de septiembre de 2019, 15:37",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>Negociadores comerciales de <strong>Estados Unidos</strong> y <strong>China</strong> se reunirán en Washington a partir del jueves, dijo el lunes un portavoz de la oficina del Representante de Comercio de Estados Unidos.</p>,<p><a href=""https://www.eleconomista.com.mx/economia/Guerra-comercial-entre-China-y-EU-podria-reducir-en-0.8-el-PIB-global-FMI-20190912-0036.html"" target=""_blank"">Washington y Pekín</a> habían dicho que esperaban que las conversaciones comerciales entre funcionarios de segundo nivel se reanudaran a mediados de septiembre en <strong>Washington</strong>, pero no habían dado a conocer una fecha específica.</p>,<p>A esa reunión le seguirá una cita en la que participará el representante de Comercio de Estados Unidos, <strong>Robert Lighthizer</strong>, y el secretario del Tesoro, <strong>Steven Mnuchin</strong>, con el principal negociador chino, el viceprimer ministro <strong>Liu He</strong>, a principios de octubre.</p>,<p>Un portavoz de Lighthizer dijo que <a href=""https://www.eleconomista.com.mx/internacionales/Trump-aplaza-aumento-de-aranceles-a-China-20190911-0102.html"" target=""_blank"">los funcionarios de ambos países</a> comenzarán a reunirse el jueves en Washington, pero no dio más detalles.</p>,<p>Más temprano, el jefe de la <strong>Cámara de Comercio de Estados Unidos</strong>, Tom Donohue, aseguró citando una conversación con Lighthizer que los equipos se reunirán el viernes.</p>,<p>Donohue, quien habló en una conferencia de prensa para instar a que el Congreso apruebe el tratado comercial entre Estados Unidos, <strong>México </strong>y Canadá, dijo que Lighthizer ""indicó que hubo algo de movimiento en la dirección de compras de productos agrícolas (estadounidenses) y otros temas"".</p>,<p>El presidente de Estados Unidos, Donald Trump, retrasó la semana pasada un alza de aranceles sobre bienes chinos con un valor de 250,000 millones de dólares, que debía entrar en vigor el 1 de octubre, luego de que <a href=""https://www.eleconomista.com.mx/economia/Mnuchin-descarta-la-posibilidad-de-que-EU-caiga-en-una-recesion--20190909-0039.html"" target=""_blank"">Pekín aplazó la aplicación de impuestos</a> a algunas importaciones de productos estadounidenses.</p>,<p>Estados Unidos y China no han sostenido conversaciones cara a cara desde fines de julio, en medio de su guerra comercial de 14 meses, que ha remecido a los mercados, interrumpido las cadenas de suministros y presionado al crecimiento global.</p>,<p>""Si bien tengo optimismo, también soy muy realista y este no es un problema simple"", dijo Donohue sobre la nueva ronda de conversaciones.</p>,<p>rrg</p>"
https://www.eleconomista.com.mx/economia/Repunte-estrategico-por-alza-en-tasas-de-interes-20190915-0019.html,"Repunte estratégico, por alza en tasas de interés",,"15 de septiembre de 2019, 18:51",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>El <strong>alza en las tasas de interés</strong> líderes a nivel internacional (por parte de la <strong>Reserva Federal</strong>) y nacional (por parte del <strong>Banco de México</strong>) favoreció el repunte de los activos del sector de los fondos en el país, sobretodo, cuando domina la inversión en instrumentos de deuda, comentaron analistas entrevistados.</p>,<p>Durante el mes de agosto, el nivel de los activos netos tocó máximos históricos, los recursos gestionados se colocaron en 2.428 billones de pesos, lo que significa 44,000 millones de pesos más que la cifra reportada en julio del 2019 (2.384 billones), según datos de la Asociación Mexicana de Instituciones Bursátiles. </p>,<p>En agosto, las <strong>operadoras de fondos</strong> que registraron mayores incrementos porcentuales mensuales fueron: Monex (11.58%); Intercam (11.04%); BNP Paribas (8.09%); Más Fondos (7.25%) y Multiva (6.26 por ciento). De las 31 gestoras, ocho registraron reducciones porcentuales; las de mayores variaciones son: Finamex (21.97%); Principal (7.15%) y Afirme  (1.43 por ciento).</p>,<p>En términos de volumen, destacaron los incrementos de 20,460 millones de pesos por parte de BBVA, de  5,507 millones de BlackRock, 5,172 millones por parte de Banorte, 3126 millones acumuló Actinver y 2,576 millones para HSBC. Mientras que, Scotia y Principal redujeron 2,292 y 1,904 millones, respectivamente.</p>,<p></p>,<p> <a href=""/cdn-cgi/l/email-protection"" class=""__cf_email__"" data-cfemail=""d9a9b8adabb0bab0b8f7b6abadbcbeb899bcb5bcbab6b7b6b4b0aaadb8f7b4a1"">[email protected]</a></p>"
https://www.eleconomista.com.mx/economia/El-PIB-de-paises-del-G20-crece-0.7-en-segundo-trimestre-de-2019-20190913-0025.html,El PIB de países del G20 crece 0.7% en segundo trimestre de 2019,Expansión / España,"13 de septiembre de 2019, 02:06",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>El <strong>Producto Interno Bruto (PIB) de los países del G20</strong> creció un 0.7% en el segundo trimestre de 2019, lo que equivale a un descenso de una décima con respecto a los tres meses precedentes.</p>,<p>El PIB de las 20 mayores economías del mundo creció un 2.9% en comparación con el mismo trimestre del 2018, frente al 3.1% registrado en el primer trimestre del año, según los datos hechos públicos por la Organización para la <strong>Cooperación y el Desarrollo Económicos (OCDE)</strong>.</p>,<p>A la cabeza se situó China, con un crecimiento del 6.2%, mientras que la peor cifra se observó en Turquía, cuya economía se contrajo un 1.4% entre abril y junio.</p>,<p>En relación con el primer trimestre de 2019, el crecimiento del PIB de la zona euro se desaceleró hasta el 0.2%, desde el 0.4% anterior, con Alemania registrando una contracción de una décima. De su lado, Francia se mantuvo estable, al registrar un crecimiento del 0.3% entre abril y junio, la misma cifra que en el primer trimestre. Italia se estancó, tras haber crecido una décima entre enero y marzo.</p>,<p>China e Indonesia encabezaron el crecimiento del club de las economías más grandes del mundo, con un incremento del 1.6% y del 1.3%, respectivamente. Por detrás se situaron en Turquía (+1.2%), India y Corea del Sur (+1% en ambos casos).</p>,<p>Solo se registraron contracciones trimestrales en Reino Unido (-0.2%) y Alemania (-0.1%), mientras que México creció un 0.1%, Rusia, un 0,2%, y Japón, un 0.3 por ciento.</p>,<p>El mayor alza con respecto al trimestre anterior correspondió a Canadá, cuyo PIB repuntó hasta el 0.9%, desde el 0.1% que había registrado tanto en el cuarto trimestre de 2018 como en el primer trimestre de este año.</p>"
https://www.eleconomista.com.mx/economia/Fitch-ve-metas-prudentes-en-presupuesto-de-Mexico-para-2020-pero-estimaciones-son-optimistas-20190916-0026.html,"Fitch ve metas prudentes en presupuesto de México para 2020, pero estimaciones son optimistas",Reuters,"16 de septiembre de 2019, 14:40",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>El objetivo del superávit primario de un 0.7% del <strong>PIB </strong>incluido en el <a href=""https://www.eleconomista.com.mx/opinion/Algunos-numeros-del-Paquete-Economico-2020-20190910-0103.html"" target=""_blank"">proyecto de presupuesto para 2020 </a>presentado por el gobierno mexicano está en línea con una política fiscal prudente y muestra un compromiso para estabilizar el índice de deuda pública, dijo el lunes Fitch Ratings.</p>,<p>Sin embargo, los estimados del crecimiento del Producto Interno Bruto (<strong>PIB</strong>) y de los ingresos para el próximo año son optimistas y resaltan riesgos para el objetivo del superávit, lo que podría requerir aprovechar el fondo de estabilización u otros ajustes fiscales, afirmó Fitch.</p>,<p>El gobierno presentó recientemente su <a href=""https://www.eleconomista.com.mx/economia/Paquete-es-responsable-Ramirez-Cuellar-20190910-0011.html"" target=""_blank"">presupuesto de 2020</a> al <strong>Congreso </strong>con el que busca atender los apremiantes problemas de seguridad, enfatizar el gasto social y respaldar a la petrolera <strong>Pemex</strong>, con la promesa de mantener disciplina fiscal.</p>,<p>La administración del presidente <strong>Andrés Manuel López Obrador</strong> espera que la estancada economía de México crezca entre 1.5-2.5% en el 2020, frente al rango de 0.6-1.2% este año.</p>,<p>""Fitch cree que existen riesgos de que los ingresos se reduzcan debido a los supuestos optimistas macroeconómicos y de producción de petróleo"", dijo la agencia en un comunicado.</p>,<p>El gobierno contempla una plataforma de producción de crudo de 1.95 millones de barriles por día (bpd), frente a los 1.7 millones de bpd actuales.</p>,<p>El gobierno estima inyectar el próximo año el equivalente a unos 2,350 millones de dólares a Pemex, los cuales están incluidos en ""apoyos"" totales para la petrolera estatal por unos 4,400 millones de dólares,<a href=""https://www.eleconomista.com.mx/opinion/El-Paquete-Economico-2020-20190910-0002.html"" target=""_blank""> contemplados en el presupuesto</a>.</p>,<p>Fitch dijo que pese a esta inyección cree ""que los planes de inversión y reemplazo de reservas de la compañía no cumplirán con su plan de negocios"".</p>,<p>El viernes S&amp;P Global Ratings dijo que <a href=""https://www.eleconomista.com.mx/opinion/Paquete-Economico-2020-20190909-0104.html"" target=""_blank"">el pronóstico de crecimiento económico</a> del gobierno mexicano para 2020 probablemente sea demasiado optimista.</p>"
https://www.eleconomista.com.mx/economia/BCE-rebaja-prevision-de-crecimiento-de-la-zona-euro-a-1.1-en-el-2019-20190913-0026.html,BCE rebaja previsión de crecimiento de la zona euro a 1.1% en el 2019,Expansión / España,"13 de septiembre de 2019, 02:13",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>El <strong>Banco Central Europeo (BCE) </strong>revisó a la baja una décima, hasta el 1.1%, sus previsiones de crecimiento para el 2019 en la zona del euro, respecto al 1.2% pronosticado en junio.</p>,<p>El presidente del BCE, <strong>Mario Draghi</strong>, dijo en una rueda de prensa tras la reunión del Consejo de Gobierno que prevén que la inflación será este año del 1.2% (1.3% pronosticado en junio).</p>,<p>La entidad también ha bajado sus pronósticos de crecimiento para el 2020, en dos décimas, hasta el 1.2% (1.4% previsto en junio), pero mantiene sus cálculos para el 2021 de un crecimiento del 1.4 % en la zona del euro.</p>,<p>El BCE revisó a la baja también sus pronósticos de inflación para los próximos dos años y prevé una tasa del 1% en 2020 y del 1.5% en 2021 (1.4% y 1,6% respectivamente previsto en junio).</p>,<p>Draghi dijo que la información disponible recientemente muestra ""un debilitamiento más prolongado de la economía de la zona del euro"".</p>,<p>""Esto se refleja en las nuevas proyecciones del personal del BCE, que muestran una bajada de las perspectivas de inflación"", añadió Draghi.</p>,<p>El BCE decidió este jueves 12 de septiembre bajar en 10 puntos básicos, hasta el -0.50%,<a href=""https://www.eleconomista.com.mx/sectorfinanciero/BCE-recorta-su-tasa-de-interes-reanudara-compras-de-bonos-20190912-0025.html"" target=""_blank""> la tasa de interés que cobra a los bancos por el exceso de reservas.</a></p>,<p>Además, el BCE comenzará a comprar en noviembre de nuevo deuda de la zona del euro por valor de 20,000 millones de euros mensuales y concluirá las compras poco antes de que comience a subir las tasas de interés.</p>"
https://www.eleconomista.com.mx/economia/Libra-de-Facebook-en-la-mira-de-reguladores-20190916-0046.html,"Libra de Facebook, en la mira de reguladores",Reuters,"16 de septiembre de 2019, 18:36",,"<p> <!-- Se agrega para compatibilidad con noticias historicas -->
									</p>,<p>El intento de Facebook de llevar las criptomonedas al mercado tradicional, con Libra, chocó el lunes con un mayor escepticismo, cuando un miembro de la junta del Banco Central Europeo (BCE) dijo que esas divisas representan serios riesgos.</p>,<p>Benoît Cœuré dijo a funcionarios de bancos centrales de todo el mundo que la nueva generación de monedas virtuales ha pasado por pocas pruebas y prometió un enfoque regulador duro, lo que se suma a las advertencias de otras autoridades.</p>,<p>Libra es la más conocida de las monedas virtuales respaldadas por activos como depósitos de dinero tradicionales, valores gubernamentales a corto plazo y oro.</p>,<p>El proyecto de Facebook, anunciado en junio, es un intento de alto perfil para atraer criptomonedas al sistema bancario y corporativo, que sus creadores intentaron subvertir.</p>,<p>Una década después de su creación, las monedas digitales, lideradas por bitcoin, siguen siendo un sector en gran medida no regulado, que ofrece a los usuarios una situación cercana al anonimato, y son asociadas por muchas personas con piratas informáticos, robos y actividades ilícitas.</p>,<p>Los comentarios de Cœuré se produjeron durante un evento en el Banco de Pagos Internacionales, en Basilea, donde se reunió el equipo de trabajo sobre divisas del Grupo de los Siete para discutir cuestiones regulatorias planteadas por las nuevas monedas digitales.</p>,<p>“Las monedas virtuales no han sido probadas en gran medida, especialmente en la escala requerida para ejecutar un sistema de pago global.</p>,<p>“Dan lugar a una serie de riesgos graves relacionados con las prioridades de las políticas públicas. El listón para la aprobación regulatoria será alto”, dijo el miembro de la Junta Ejecutiva del BCE, que preside el Comité de Pagos e Infraestructuras de Mercado.</p>,<p>Por otra parte, Francia y Alemania informaron el viernes que la moneda Libra de Facebook representa riesgos para el sector financiero, que podrían provocar que se impida su uso en Europa. Sin embargo, respaldaron el desarrollo de una criptomoneda pública alternativa.</p>,<p>Las monedas virtuales representan riesgos para los consumidores, la estabilidad financiera e incluso para “la soberanía monetaria” de los estados europeos, sostuvieron el ministro de Finanzas francés, Bruno Le Maire, y su homólogo alemán, Olaf Scholz, en un comunicado conjunto emitido en una reunión en Helsinki.</p>"
